Product Pair,Frequency
"('Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs', 'Sony Micro Vault Click 4 GB USB 2.0 Flash Drive')",1
"('Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs', 'Xerox 1881')",1
"('Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock', 'Mead 1st Gear 2"" Zipper Binder, Asst. Colors')",1
"('Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock', 'Polycom VoiceStation 500 Conference\xa0phone')",1
"('Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock', 'Sony Micro Vault Click 4 GB USB 2.0 Flash Drive')",1
"('Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock', 'Xerox 1881')",1
"('Mead 1st Gear 2"" Zipper Binder, Asst. Colors', 'Polycom VoiceStation 500 Conference\xa0phone')",1
"('Mead 1st Gear 2"" Zipper Binder, Asst. Colors', 'Sony Micro Vault Click 4 GB USB 2.0 Flash Drive')",1
"('Mead 1st Gear 2"" Zipper Binder, Asst. Colors', 'Xerox 1881')",1
"('Polycom VoiceStation 500 Conference\xa0phone', 'Sony Micro Vault Click 4 GB USB 2.0 Flash Drive')",1
"('Polycom VoiceStation 500 Conference\xa0phone', 'Xerox 1881')",1
"('Sony Micro Vault Click 4 GB USB 2.0 Flash Drive', 'Xerox 1881')",1
"('GBC White Gloss Covers, Plain Front', 'Hon Every-Day Series Multi-Task Chairs')",1
"('GBC White Gloss Covers, Plain Front', 'Personal Creations Ink Jet Cards and Labels')",1
"('GBC White Gloss Covers, Plain Front', 'Xerox 222')",1
"('Hon Every-Day Series Multi-Task Chairs', 'Personal Creations Ink Jet Cards and Labels')",1
"('Hon Every-Day Series Multi-Task Chairs', 'Xerox 222')",1
"('Personal Creations Ink Jet Cards and Labels', 'Xerox 222')",1
"('Cyber Acoustics AC-202b Speech Recognition Stereo Headset', 'Eldon Radial Chair Mat for Low to Medium Pile Carpets')",1
"('Cyber Acoustics AC-202b Speech Recognition Stereo Headset', 'Fellowes Black Plastic Comb Bindings')",1
"('Cyber Acoustics AC-202b Speech Recognition Stereo Headset', 'GBC Premium Transparent Covers with Diagonal Lined Pattern')",1
"('Cyber Acoustics AC-202b Speech Recognition Stereo Headset', 'GBC VeloBinder Manual Binding System')",1
"('Eldon Radial Chair Mat for Low to Medium Pile Carpets', 'Fellowes Black Plastic Comb Bindings')",1
"('Eldon Radial Chair Mat for Low to Medium Pile Carpets', 'GBC Premium Transparent Covers with Diagonal Lined Pattern')",1
"('Eldon Radial Chair Mat for Low to Medium Pile Carpets', 'GBC VeloBinder Manual Binding System')",1
"('Fellowes Black Plastic Comb Bindings', 'GBC Premium Transparent Covers with Diagonal Lined Pattern')",1
"('Fellowes Black Plastic Comb Bindings', 'GBC VeloBinder Manual Binding System')",1
"('GBC Premium Transparent Covers with Diagonal Lined Pattern', 'GBC VeloBinder Manual Binding System')",1
"('Xerox 195', 'XtraLife ClearVue Slant-D Ring Binders by Cardinal')",1
"('Eldon Image Series Black Desk Accessories', 'Eldon Radial Chair Mat for Low to Medium Pile Carpets')",1
"('AT&T CL2909', 'Rogers Handheld Barrel Pencil Sharpener')",1
"('Global Ergonomic Managers Chair', 'Staples')",1
"('Col-Erase Pencils with Erasers', 'Eberhard Faber 3 1/2"" Golf Pencils')",1
"('Col-Erase Pencils with Erasers', 'HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax')",1
"('Col-Erase Pencils with Erasers', 'Hewlett Packard LaserJet 3310 Copier')",1
"('Col-Erase Pencils with Erasers', 'Plantronics MX500i Earset')",1
"('Col-Erase Pencils with Erasers', 'SAFCO Folding Chair Trolley')",1
"('Col-Erase Pencils with Erasers', 'Xerox 1993')",1
"('Eberhard Faber 3 1/2"" Golf Pencils', 'HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax')",1
"('Eberhard Faber 3 1/2"" Golf Pencils', 'Hewlett Packard LaserJet 3310 Copier')",1
"('Eberhard Faber 3 1/2"" Golf Pencils', 'Plantronics MX500i Earset')",1
"('Eberhard Faber 3 1/2"" Golf Pencils', 'SAFCO Folding Chair Trolley')",1
"('Eberhard Faber 3 1/2"" Golf Pencils', 'Xerox 1993')",1
"('HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax', 'Hewlett Packard LaserJet 3310 Copier')",1
"('HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax', 'Plantronics MX500i Earset')",1
"('HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax', 'SAFCO Folding Chair Trolley')",1
"('HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax', 'Xerox 1993')",1
"('Hewlett Packard LaserJet 3310 Copier', 'Plantronics MX500i Earset')",1
"('Hewlett Packard LaserJet 3310 Copier', 'SAFCO Folding Chair Trolley')",1
"('Hewlett Packard LaserJet 3310 Copier', 'Xerox 1993')",1
"('Plantronics MX500i Earset', 'SAFCO Folding Chair Trolley')",1
"('Plantronics MX500i Earset', 'Xerox 1993')",1
"('SAFCO Folding Chair Trolley', 'Xerox 1993')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'Avery 518')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'BIC Brite Liner Grip Highlighters')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'Bush Advantage Collection Racetrack Conference Table')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'Cisco SPA508G')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'DAX Cubicle Frames - 8x10')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'Fellowes Basic Home/Office Series Surge Protectors')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'Global Commerce Series High-Back Swivel/Tilt Chairs')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'Newell 324')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'WD My Passport Ultra 2TB Portable External Hard Drive')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'Xerox 1962')",1
"('Avery 518', 'BIC Brite Liner Grip Highlighters')",1
"('Avery 518', 'Bush Advantage Collection Racetrack Conference Table')",1
"('Avery 518', 'Cisco SPA508G')",1
"('Avery 518', 'DAX Cubicle Frames - 8x10')",1
"('Avery 518', 'Fellowes Basic Home/Office Series Surge Protectors')",1
"('Avery 518', 'Global Commerce Series High-Back Swivel/Tilt Chairs')",1
"('Avery 518', 'Newell 324')",1
"('Avery 518', 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive')",1
"('Avery 518', 'WD My Passport Ultra 2TB Portable External Hard Drive')",1
"('Avery 518', 'Xerox 1962')",1
"('BIC Brite Liner Grip Highlighters', 'Bush Advantage Collection Racetrack Conference Table')",1
"('BIC Brite Liner Grip Highlighters', 'Cisco SPA508G')",1
"('BIC Brite Liner Grip Highlighters', 'DAX Cubicle Frames - 8x10')",1
"('BIC Brite Liner Grip Highlighters', 'Fellowes Basic Home/Office Series Surge Protectors')",1
"('BIC Brite Liner Grip Highlighters', 'Global Commerce Series High-Back Swivel/Tilt Chairs')",1
"('BIC Brite Liner Grip Highlighters', 'Newell 324')",1
"('BIC Brite Liner Grip Highlighters', 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive')",1
"('BIC Brite Liner Grip Highlighters', 'WD My Passport Ultra 2TB Portable External Hard Drive')",1
"('BIC Brite Liner Grip Highlighters', 'Xerox 1962')",1
"('Bush Advantage Collection Racetrack Conference Table', 'Cisco SPA508G')",1
"('Bush Advantage Collection Racetrack Conference Table', 'DAX Cubicle Frames - 8x10')",1
"('Bush Advantage Collection Racetrack Conference Table', 'Fellowes Basic Home/Office Series Surge Protectors')",1
"('Bush Advantage Collection Racetrack Conference Table', 'Global Commerce Series High-Back Swivel/Tilt Chairs')",1
"('Bush Advantage Collection Racetrack Conference Table', 'Newell 324')",1
"('Bush Advantage Collection Racetrack Conference Table', 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive')",1
"('Bush Advantage Collection Racetrack Conference Table', 'WD My Passport Ultra 2TB Portable External Hard Drive')",1
"('Bush Advantage Collection Racetrack Conference Table', 'Xerox 1962')",1
"('Cisco SPA508G', 'DAX Cubicle Frames - 8x10')",1
"('Cisco SPA508G', 'Fellowes Basic Home/Office Series Surge Protectors')",1
"('Cisco SPA508G', 'Newell 324')",1
"('Cisco SPA508G', 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive')",1
"('Cisco SPA508G', 'WD My Passport Ultra 2TB Portable External Hard Drive')",1
"('Cisco SPA508G', 'Xerox 1962')",1
"('DAX Cubicle Frames - 8x10', 'Fellowes Basic Home/Office Series Surge Protectors')",1
"('DAX Cubicle Frames - 8x10', 'Global Commerce Series High-Back Swivel/Tilt Chairs')",1
"('DAX Cubicle Frames - 8x10', 'Newell 324')",1
"('DAX Cubicle Frames - 8x10', 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive')",1
"('DAX Cubicle Frames - 8x10', 'WD My Passport Ultra 2TB Portable External Hard Drive')",1
"('DAX Cubicle Frames - 8x10', 'Xerox 1962')",1
"('Fellowes Basic Home/Office Series Surge Protectors', 'Global Commerce Series High-Back Swivel/Tilt Chairs')",1
"('Fellowes Basic Home/Office Series Surge Protectors', 'Newell 324')",1
"('Fellowes Basic Home/Office Series Surge Protectors', 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive')",1
"('Fellowes Basic Home/Office Series Surge Protectors', 'WD My Passport Ultra 2TB Portable External Hard Drive')",1
"('Fellowes Basic Home/Office Series Surge Protectors', 'Xerox 1962')",1
"('Global Commerce Series High-Back Swivel/Tilt Chairs', 'Newell 324')",1
"('Global Commerce Series High-Back Swivel/Tilt Chairs', 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive')",1
"('Global Commerce Series High-Back Swivel/Tilt Chairs', 'WD My Passport Ultra 2TB Portable External Hard Drive')",1
"('Global Commerce Series High-Back Swivel/Tilt Chairs', 'Xerox 1962')",1
"('Newell 324', 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive')",1
"('Newell 324', 'WD My Passport Ultra 2TB Portable External Hard Drive')",1
"('Newell 324', 'Xerox 1962')",1
"('Sony Micro Vault Click 16 GB USB 2.0 Flash Drive', 'WD My Passport Ultra 2TB Portable External Hard Drive')",1
"('Sony Micro Vault Click 16 GB USB 2.0 Flash Drive', 'Xerox 1962')",1
"('WD My Passport Ultra 2TB Portable External Hard Drive', 'Xerox 1962')",1
"('Avery 512', 'Logitech B530 USB\xa0Headset\xa0-\xa0headset\xa0- Full size, Binaural')",1
"('Avery 512', 'Personal File Boxes with Fold-Down Carry Handle')",1
"('Logitech B530 USB\xa0Headset\xa0-\xa0headset\xa0- Full size, Binaural', 'Personal File Boxes with Fold-Down Carry Handle')",1
"('Avery Reinforcements for Hole-Punch Pages', 'Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper')",1
"('Avanti 4.4 Cu. Ft. Refrigerator', 'DAX Wood Document Frame')",1
"('Clear Mylar Reinforcing Strips', 'Logitech Wireless Marathon Mouse M705')",1
"('Clear Mylar Reinforcing Strips', 'Martin Yale Chadless Opener Electric Letter Opener')",1
"('Logitech Wireless Marathon Mouse M705', 'Martin Yale Chadless Opener Electric Letter Opener')",1
"('Innergie mMini Combo Duo USB Travel Charging Kit', 'Telescoping Adjustable Floor Lamp')",1
"('Binding Machine Supplies', 'Eldon Spacemaker Box, Quick-Snap Lid, Clear')",1
"('Binding Machine Supplies', 'Xerox 1884')",1
"('Eldon Spacemaker Box, Quick-Snap Lid, Clear', 'Xerox 1884')",1
"('Acme Elite Stainless Steel Scissors', 'Boston School Pro Electric Pencil Sharpener, 1670')",1
"('Acme Elite Stainless Steel Scissors', 'Telescoping Adjustable Floor Lamp')",1
"('Acme Elite Stainless Steel Scissors', 'Xerox 1901')",1
"('Boston School Pro Electric Pencil Sharpener, 1670', 'Telescoping Adjustable Floor Lamp')",1
"('Boston School Pro Electric Pencil Sharpener, 1670', 'Xerox 1901')",1
"('Telescoping Adjustable Floor Lamp', 'Xerox 1901')",1
"('Balt Solid Wood Round Tables', 'Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive')",1
"('Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set', 'Jawbone MINI JAMBOX Wireless Bluetooth Speaker')",1
"('Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set', 'Sauder Mission Library with Doors, Fruitwood Finish')",1
"('Jawbone MINI JAMBOX Wireless Bluetooth Speaker', 'Sauder Mission Library with Doors, Fruitwood Finish')",1
"(""Acco Six-Outlet Power Strip, 4' Cord Length"", 'Apple EarPods with Remote and Mic')",1
"(""Acco Six-Outlet Power Strip, 4' Cord Length"", 'Hon 4-Shelf Metal Bookcases')",1
"(""Acco Six-Outlet Power Strip, 4' Cord Length"", 'Poly Designer Cover & Back')",1
"(""Acco Six-Outlet Power Strip, 4' Cord Length"", 'QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3')",1
"('Apple EarPods with Remote and Mic', 'Hon 4-Shelf Metal Bookcases')",1
"('Apple EarPods with Remote and Mic', 'Poly Designer Cover & Back')",1
"('Apple EarPods with Remote and Mic', 'QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3')",1
"('Hon 4-Shelf Metal Bookcases', 'Poly Designer Cover & Back')",1
"('Hon 4-Shelf Metal Bookcases', 'QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3')",1
"('Poly Designer Cover & Back', 'QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3')",1
"('GBC DocuBind P100 Manual Binding Machine', 'Xerox 1909')",1
"('Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset', 'Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black')",1
"('Logitech G602 Wireless Gaming Mouse', 'Motorola L703CM')",1
"('Neat Ideas Personal Hanging Folder Files, Black', 'OIC Bulk Pack Metal Binder Clips')",1
"('Global Highback Leather Tilter in Burgundy', 'Peel & Seel Recycled Catalog Envelopes, Brown')",1
"('Panasonic KX-TG9471B', 'Wi-Ex zBoost YX540 Cellular Phone Signal Booster')",1
"('Crayola Anti Dust Chalk, 12/Pack', ""Lock-Up Easel 'Spel-Binder'"")",1
"('Fellowes Mobile File Cart, Black', 'GBC Recycled VeloBinder Covers')",1
"('Hewlett Packard 610 Color Digital Copier / Printer', 'Logitech Media Keyboard K200')",1
"('Hewlett Packard 610 Color Digital Copier / Printer', 'Panasonic KP-380BK Classic Electric Pencil Sharpener')",1
"('Logitech Media Keyboard K200', 'Panasonic KP-380BK Classic Electric Pencil Sharpener')",1
"('DAX Value U-Channel Document Frames, Easel Back', 'Tenex Personal Project File with Scoop Front Design, Black')",1
"('DAX Value U-Channel Document Frames, Easel Back', 'Xerox 1887')",1
"('DAX Value U-Channel Document Frames, Easel Back', 'Xerox 1997')",1
"('Tenex Personal Project File with Scoop Front Design, Black', 'Xerox 1887')",1
"('Tenex Personal Project File with Scoop Front Design, Black', 'Xerox 1997')",1
"('Xerox 1887', 'Xerox 1997')",1
"('Newell 341', 'Sterilite Officeware Hinged File Box')",1
"('Ibico Recycled Linen-Style Covers', 'Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center')",1
"('Ibico Recycled Linen-Style Covers', 'Laser & Ink Jet Business Envelopes')",1
"('Ibico Recycled Linen-Style Covers', 'Logitech G700s Rechargeable Gaming Mouse')",1
"('Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center', 'Laser & Ink Jet Business Envelopes')",1
"('Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center', 'Logitech G700s Rechargeable Gaming Mouse')",1
"('Laser & Ink Jet Business Envelopes', 'Logitech G700s Rechargeable Gaming Mouse')",1
"('Ibico EB-19 Dual Function Manual Binding System', 'Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack')",1
"('Global Low Back Tilter Chair', 'Office Star Flex Back Scooter Chair with Aluminum Finish Frame')",1
"('Global Low Back Tilter Chair', 'Prang Drawing Pencil Set')",1
"('Global Low Back Tilter Chair', 'Xerox 189')",1
"('Office Star Flex Back Scooter Chair with Aluminum Finish Frame', 'Prang Drawing Pencil Set')",1
"('Office Star Flex Back Scooter Chair with Aluminum Finish Frame', 'Xerox 189')",1
"('Prang Drawing Pencil Set', 'Xerox 189')",1
"('Eldon Portable Mobile Manager', 'Master Big Foot Doorstop, Beige')",1
"('Avery Binding System Hidden Tab Executive Style Index Sets', 'File Shuttle II and Handi-File, Black')",1
"('Avery Binding System Hidden Tab Executive Style Index Sets', 'Logitech G700s Rechargeable Gaming Mouse')",1
"('Avery Binding System Hidden Tab Executive Style Index Sets', 'Nu-Dell Oak Frame')",1
"('Avery Binding System Hidden Tab Executive Style Index Sets', 'OtterBox Defender Series Case - iPhone 5c')",1
"('File Shuttle II and Handi-File, Black', 'Logitech G700s Rechargeable Gaming Mouse')",1
"('File Shuttle II and Handi-File, Black', 'Nu-Dell Oak Frame')",1
"('File Shuttle II and Handi-File, Black', 'OtterBox Defender Series Case - iPhone 5c')",1
"('Logitech G700s Rechargeable Gaming Mouse', 'Nu-Dell Oak Frame')",1
"('Logitech G700s Rechargeable Gaming Mouse', 'OtterBox Defender Series Case - iPhone 5c')",1
"('Nu-Dell Oak Frame', 'OtterBox Defender Series Case - iPhone 5c')",1
"('Longer-Life Soft White Bulbs', ""O'Sullivan 2-Shelf Heavy-Duty Bookcases"")",1
"('Harmony HEPA Quiet Air Purifiers', 'Howard Miller 11-1/2"" Diameter Grantwood Wall Clock')",1
"('Harmony HEPA Quiet Air Purifiers', 'Multi-Use Personal File Cart and Caster Set, Three Stacking Bins')",1
"('Howard Miller 11-1/2"" Diameter Grantwood Wall Clock', 'Multi-Use Personal File Cart and Caster Set, Three Stacking Bins')",1
"('Bush Westfield Collection Bookcases, Medium Cherry Finish', 'HP Office Recycled Paper (20Lb. and 87 Bright)')",1
"('Bose SoundLink Bluetooth Speaker', 'Plantronics Voyager Pro HD - Bluetooth Headset')",1
"('Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages', 'PayAnywhere Card Reader')",1
"('Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black', 'Xerox 1898')",1
"('Global Commerce Series Low-Back Swivel/Tilt Chairs', 'Newell 309')",1
"('Global Commerce Series Low-Back Swivel/Tilt Chairs', 'PayAnywhere Card Reader')",1
"('Global Commerce Series Low-Back Swivel/Tilt Chairs', 'Xerox 1936')",1
"('Global Commerce Series Low-Back Swivel/Tilt Chairs', 'Xerox 1937')",1
"('Newell 309', 'PayAnywhere Card Reader')",1
"('Newell 309', 'Xerox 1936')",1
"('Newell 309', 'Xerox 1937')",1
"('PayAnywhere Card Reader', 'Xerox 1936')",1
"('PayAnywhere Card Reader', 'Xerox 1937')",1
"('Xerox 1936', 'Xerox 1937')",1
"('Logitech Wireless Anywhere Mouse MX for PC and Mac', 'Wilson Jones data.warehouse D-Ring Binders with DublLock')",1
"('APC 7 Outlet Network SurgeArrest Surge Protector', 'Acme Preferred Stainless Steel Scissors')",1
"('APC 7 Outlet Network SurgeArrest Surge Protector', 'Bevis Steel Folding Chairs')",1
"('APC 7 Outlet Network SurgeArrest Surge Protector', 'GBC DocuBind 300 Electric Binding Machine')",1
"('APC 7 Outlet Network SurgeArrest Surge Protector', 'GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box')",1
"('APC 7 Outlet Network SurgeArrest Surge Protector', 'Sensible Storage WireTech Storage Systems')",1
"('APC 7 Outlet Network SurgeArrest Surge Protector', 'Sharp 1540cs Digital Laser Copier')",1
"('APC 7 Outlet Network SurgeArrest Surge Protector', 'White Computer Printout Paper by Universal')",1
"('Acme Preferred Stainless Steel Scissors', 'Bevis Steel Folding Chairs')",1
"('Acme Preferred Stainless Steel Scissors', 'GBC DocuBind 300 Electric Binding Machine')",1
"('Acme Preferred Stainless Steel Scissors', 'GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box')",1
"('Acme Preferred Stainless Steel Scissors', 'Sensible Storage WireTech Storage Systems')",1
"('Acme Preferred Stainless Steel Scissors', 'Sharp 1540cs Digital Laser Copier')",1
"('Acme Preferred Stainless Steel Scissors', 'White Computer Printout Paper by Universal')",1
"('Bevis Steel Folding Chairs', 'GBC DocuBind 300 Electric Binding Machine')",1
"('Bevis Steel Folding Chairs', 'GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box')",1
"('Bevis Steel Folding Chairs', 'Sensible Storage WireTech Storage Systems')",1
"('Bevis Steel Folding Chairs', 'Sharp 1540cs Digital Laser Copier')",1
"('Bevis Steel Folding Chairs', 'White Computer Printout Paper by Universal')",1
"('GBC DocuBind 300 Electric Binding Machine', 'GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box')",1
"('GBC DocuBind 300 Electric Binding Machine', 'Sensible Storage WireTech Storage Systems')",1
"('GBC DocuBind 300 Electric Binding Machine', 'Sharp 1540cs Digital Laser Copier')",1
"('GBC DocuBind 300 Electric Binding Machine', 'White Computer Printout Paper by Universal')",1
"('GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box', 'Sensible Storage WireTech Storage Systems')",1
"('GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box', 'Sharp 1540cs Digital Laser Copier')",1
"('GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box', 'White Computer Printout Paper by Universal')",1
"('Sensible Storage WireTech Storage Systems', 'Sharp 1540cs Digital Laser Copier')",1
"('Sensible Storage WireTech Storage Systems', 'White Computer Printout Paper by Universal')",1
"('Sharp 1540cs Digital Laser Copier', 'White Computer Printout Paper by Universal')",1
"('Stride Job 150 Highlighters, Chisel Tip, Assorted Colors', 'Xerox 219')",1
"('OIC Binder Clips', 'Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page')",1
"('Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection', 'Logitech\xa0P710e Mobile Speakerphone')",1
"('Memorex Froggy Flash Drive 8 GB', 'Staples')",1
"('Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table', 'Tyvek  Top-Opening Peel & Seel  Envelopes, Gray')",1
"('ACCOHIDE Binder by Acco', 'Global Leather Task Chair, Black')",1
"('Electrix Halogen Magnifier Lamp', 'GuestStacker Chair with Chrome Finish Legs')",1
"('Electrix Halogen Magnifier Lamp', 'Xerox 21')",1
"('GuestStacker Chair with Chrome Finish Legs', 'Xerox 21')",1
"('Logitech 910-002974 M325 Wireless Mouse for Web Scrolling', 'Newell 311')",1
"('Bady BDG101FRU Card Printer', 'Xerox 1998')",1
"('Eldon 500 Class Desk Accessories', 'WD My Passport Ultra 2TB Portable External Hard Drive')",1
"('Avery Printable Repositionable Plastic Tabs', 'Xerox 1898')",1
"('Bretford Rectangular Conference Table Tops', 'Motorola L804')",1
"('Bretford Rectangular Conference Table Tops', 'Things To Do Today Pad')",1
"('Motorola L804', 'Things To Do Today Pad')",1
"('Global Enterprise Series Seating High-Back Swivel/Tilt Chairs', 'Samsung Galaxy S4')",1
"('Global Enterprise Series Seating High-Back Swivel/Tilt Chairs', 'Seth Thomas 13 1/2"" Wall Clock')",1
"('Samsung Galaxy S4', 'Seth Thomas 13 1/2"" Wall Clock')",1
"('Bulldog Vacuum Base Pencil Sharpener', 'Hon Every-Day Chair Series Swivel Task Chairs')",1
"('Acco 3-Hole Punch', 'Sabrent 4-Port USB 2.0 Hub')",1
"('Acco 3-Hole Punch', 'Safco Industrial Shelving')",1
"('Sabrent 4-Port USB 2.0 Hub', 'Safco Industrial Shelving')",1
"('Dax Clear Box Frame', 'GBC VeloBinder Electric Binding Machine')",1
"('GBC VeloBinder Electric Binding Machine', 'Staples')",1
"('Newell 350', 'Xerox 2')",1
"('Executive Impressions 13"" Clairmont Wall Clock', ""Global Deluxe High-Back Manager's Chair"")",1
"('Executive Impressions 13"" Clairmont Wall Clock', 'Newell 312')",1
"('Executive Impressions 13"" Clairmont Wall Clock', 'Tennsco Lockers, Gray')",1
"('Executive Impressions 13"" Clairmont Wall Clock', 'Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box')",1
"(""Global Deluxe High-Back Manager's Chair"", 'Newell 312')",1
"(""Global Deluxe High-Back Manager's Chair"", 'Tennsco Lockers, Gray')",1
"(""Global Deluxe High-Back Manager's Chair"", 'Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box')",1
"('Newell 312', 'Tennsco Lockers, Gray')",1
"('Newell 312', 'Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box')",1
"('Tennsco Lockers, Gray', 'Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box')",1
"('Avery Durable Poly Binders', 'Fellowes Desktop Hanging File Manager')",1
"('Newell 317', 'Newell 327')",1
"('Fellowes Bankers Box Stor/Drawer Steel Plus', ""Global Value Mid-Back Manager's Chair, Gray"")",1
"('Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology', 'Panasonic KX - TS880B Telephone')",1
"('3M Hangers With Command Adhesive', 'Computer Printout Index Tabs')",1
"('3M Hangers With Command Adhesive', 'G.E. Longer-Life Indoor Recessed Floodlight Bulbs')",1
"('3M Hangers With Command Adhesive', 'Padded Folding Chairs, Black, 4/Carton')",1
"('Computer Printout Index Tabs', 'G.E. Longer-Life Indoor Recessed Floodlight Bulbs')",1
"('Computer Printout Index Tabs', 'Padded Folding Chairs, Black, 4/Carton')",1
"('G.E. Longer-Life Indoor Recessed Floodlight Bulbs', 'Padded Folding Chairs, Black, 4/Carton')",1
"('Logitech G13 Programmable Gameboard with LCD Display', 'Panasonic KX TS3282B Corded phone')",1
"('Acco 6 Outlet Guardian Premium Plus Surge Suppressor', 'OIC Thumb-Tacks')",1
"('Acco 6 Outlet Guardian Premium Plus Surge Suppressor', 'Storex Dura Pro Binders')",1
"('Acco 6 Outlet Guardian Premium Plus Surge Suppressor', 'Tennsco Commercial Shelving')",1
"('OIC Thumb-Tacks', 'Storex Dura Pro Binders')",1
"('OIC Thumb-Tacks', 'Tennsco Commercial Shelving')",1
"('Storex Dura Pro Binders', 'Tennsco Commercial Shelving')",1
"('#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes', 'Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany')",1
"('#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes', 'Fellowes Neat Ideas Storage Cubes')",1
"('#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes', 'Maxell\xa0LTO Ultrium - 800 GB')",1
"('#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes', 'Panasonic KX TS3282W Corded phone')",1
"('#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes', 'Surelock Post Binders')",1
"('Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany', 'Fellowes Neat Ideas Storage Cubes')",1
"('Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany', 'Maxell\xa0LTO Ultrium - 800 GB')",1
"('Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany', 'Panasonic KX TS3282W Corded phone')",1
"('Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany', 'Surelock Post Binders')",1
